cause_id,penyebab_kematian
CS07322,Tinea unguium
CS07323,Diverticulum of appendix
CS07324,Hidradenitis suppurativa
CS07325,Bouchard nodes (with arthropathy)
CS07326,Other spontaneous disruption of ligament(s) of knee
CS07327,Other forms of scoliosis
CS07328,Schmorl nodes
CS07329,Moderate cervical dysplasia
CS07330,"Other congenital malformations of lower limb(s), including pelvic girdle"
CS07331,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting
CS07332,Occupant of heavy transport vehicle injured in collision with fixed or stationary object : passenger injured in nontraffic accident
CS07333,Cefalosporins and other beta-lactam antibiotics
CS07334,Cloral derivatives
CS07335,Other mental retardation : significant impairment of behaviour requiring attention or treatment
CS07336,Lesion of sciatic nerve
CS07337,Cellulitis of external ear
CS07338,Trichilemmal cyst
CS07339,Calcinosis cutis
CS07340,"Valgus deformity, not elsewhere classified"
CS07341,"Acquired clawhand, clubhand, clawfoot and clubfoot"
CS07342,Polyp of cervix uteri
CS07343,Ichthyosis vulgaris
CS07344,Other and unspecified lack of coordination
CS07345,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : person on outside of vehicle injured in traffic accident
CS07346,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : person injured while boarding or alighting
CS07347,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident"
CS07348,Aminoglycosides
CS07349,"Beta-adrenoreceptor antagonists, not elsewhere classified"
CS07350,"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified"
CS07351,"Obstetric and gynaecological devices associated with adverse incidents : prosthetic and other implants, materials and accessory devices"
CS07352,Tinea pedis
CS07353,Benign neoplasm: Urethra
CS07354,Background retinopathy and retinal vascular changes
CS07355,Optic atrophy
CS07356,Other paralytic strabismus
CS07357,"Severe visual impairment, binocular"
CS07358,Glossitis
CS07359,Other specified erythematous conditions
CS07360,Acne conglobata
CS07361,Epidermal cyst
CS07362,Other melanin hyperpigmentation
CS07363,Lead-induced gout
CS07364,"Disorder of patella, unspecified"
CS07365,"Stiffness of joint, not elsewhere classified"
CS07366,Other synovitis and tenosynovitis
CS07367,Chondromalacia
CS07368,Rider or occupant injured in collision with railway train or railway vehicle
CS07369,"Cholera due to Vibrio cholerae 01, biovar eltor"
CS07370,Spotted fever due to Rickettsia conorii
CS07371,"Acute paralytic poliomyelitis, vaccine-associated"
CS07372,Chronic post-traumatic headache
CS07373,Other retinal vascular occlusions
CS07374,Foreign body granuloma of skin and subcutaneous tissue
CS07375,Stress incontinence
CS07376,Maternal care for poor fetal growth
CS07377,Birth injury to other long bones
CS07378,Erb paralysis due to birth injury
CS07379,Other congenital malaria
CS07380,Individuals with autosomal fragile site
CS07381,"Other specified sex chromosome abnormalities, female phenotype"
CS07382,"Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified"
CS07383,Gummata and ulcers of yaws
CS07384,Other dermatophytoses
CS07385,Benign neoplasm: Tonsil
CS07386,Benign neoplasm: Vagina
CS07387,Benign neoplasm: Uterine tubes and ligaments
CS07388,Other mixed anxiety disorders
CS07389,Orgasmic dysfunction
CS07390,Ptosis of eyelid
CS07391,Other conjunctival vascular disorders and cysts
CS07392,Other otitis externa
CS07393,Acute myringitis
CS07394,Mucocele of salivary gland
CS07395,Bullous lichen planus
CS07396,Polytrichia
CS07397,Haemarthrosis
CS07398,Prolapse and hernia of ovary and fallopian tube
CS07399,Neonatal jaundice from breast milk inhibitor
CS07400,Congenital ptosis
CS07401,"Cleft lip, median"
CS07402,"Male pseudohermaphroditism, not elsewhere classified"
CS07403,Localized hyperhidrosis
CS07404,"Bus occupant injured in collision with car, pick-up truck or van : unspecified bus occupant injured in nontraffic accident"
CS07405,Lipotropic drugs
CS07406,Tuberculosis of eye
CS07407,Other methaemoglobinaemias
CS07408,Selective deficiency of immunoglobulin M [IgM]
CS07409,Other adrenogenital disorders
CS07410,Mixed dissociative [conversion] disorders
CS07411,Tension-type headache
CS07412,Idiopathic urticaria
CS07413,Other idiopathic scoliosis
CS07414,Labour and delivery complicated by meconium in amniotic fluid
CS07415,Vaginal delivery following previous caesarean section
CS07416,Other anophthalmos
CS07417,Congenital pes planus
CS07418,Other cardiac sounds
CS07419,Change in bowel habit
CS07420,Other difficulties with micturition
CS07421,Parosmia
CS07422,Insufficient intake of food and water
CS07423,Finding of alcohol in blood
CS07424,"Bus occupant injured in collision with car, pick-up truck or van : person injured while boarding or alighting"
CS07425,Heberden nodes (with arthropathy)
CS07426,Haemorrhoids in pregnancy
CS07427,Neonatal vaginal haemorrhage
CS07428,Neonatal cerebral irritability
CS07429,Overfeeding of newborn
CS07430,Ectopic anus
CS07431,Abnormal results of kidney function studies
CS07432,Subcutaneous panniculitis-like T-cell lymphoma
CS07433,Drug-induced chorea
CS07434,Enteroviral exanthematous fever [Boston exanthem]
CS07435,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk
CS07436,Immune reconstitution syndrome
CS07437,Organic anxiety disorder
CS07438,"Sensorineural hearing loss, bilateral"
CS07439,Calcaneal spur
CS07440,Cleft soft palate with bilateral cleft lip
CS07441,Agnosia
CS07442,Haemoglobinuria
CS07443,Acidifying and alkalizing agents
CS07444,Meningococcal heart disease
CS07445,Diplegia of upper limbs
CS07446,Retinal haemorrhage
CS07447,Vasomotor rhinitis
CS07448,"Unspecified contact dermatitis, unspecified cause"
CS07449,Other hair colour and hair shaft abnormalities
CS07450,Effusion of joint
CS07451,Kissing spine
CS07452,Metatarsalgia
CS07453,"Severe cervical dysplasia, not elsewhere classified"
CS07454,Preterm labour without delivery
CS07455,Talipes equinovarus
CS07456,Entropion and trichiasis of eyelid
CS07457,Teething syndrome
CS07458,Chronic bullous disease of childhood
CS07459,Arthropathy following intestinal bypass
CS07460,Fibrosclerosis of breast
CS07461,Abnormality of albumin
CS07462,Abnormal findings in specimens from male genital organs : other abnormal findings
CS07463,Locked-in syndrome
CS07464,Benign neoplasm: Other parts of oropharynx
CS07465,"Follicular cyst of skin and subcutaneous tissue, unspecified"
CS07466,Pain in thoracic spine
CS07467,Old laceration of cervix uteri
CS07468,Maternal care for other abnormalities of gravid uterus
CS07469,"Localized swelling, mass and lump, upper limb"
CS07470,Other ocular manifestations of vitamin A deficiency
CS07471,Monoplegia of upper limb
CS07472,Developmental odontogenic cysts
CS07473,Classical hydatidiform mole
CS07474,Cardiac complications of anaesthesia during pregnancy
CS07475,Other specified disorders of amniotic fluid and membranes
CS07476,Labour and delivery complicated by prolapse of cord
CS07477,Nervousness
CS07478,Delayed milestone
CS07479,"Acute paralytic poliomyelitis, other and unspecified"
CS07480,Benign neoplasm: Retina
CS07481,Migraine with aura [classical migraine]
CS07482,Other congenital malformations of posterior segment of eye
CS07483,Other and unspecified disturbances of skin sensation
CS07484,Menopausal and female climacteric states
CS07485,Mild hyperemesis gravidarum
CS07486,Obstructed labour due to locked twins
CS07487,"Post COVID-19 condition, unspecified"
CS07488,Other abnormal findings on antenatal screening of mother
CS07489,Disruption of perineal obstetric wound
CS07490,Brucellosis due to Brucella abortus
CS07491,Typhus fever due to Rickettsia typhi
CS07492,Acute pulmonary coccidioidomycosis
CS07493,Rhinosporidiosis
CS07494,Toxoplasma hepatitis
CS07495,"Hookworm disease, unspecified"
CS07496,Benign neoplasm: Other major salivary glands
CS07497,Benign neoplasm: Scapula and long bones of upper limb
CS07498,"Benign neoplasm: Ribs, sternum and clavicle"
CS07499,Benign neoplasm: Aortic body and other paraganglia
CS07500,Specific disorder of arithmetical skills
CS07501,Myopia
CS07502,Chronic atticoantral suppurative otitis media
CS07503,Other allergic rhinitis
CS07504,Other specified disorders of gingiva and edentulous alveolar ridge
CS07505,"Giant cell granuloma, central"
CS07506,Tropical sprue
CS07507,"Necrobiosis lipoidica, not elsewhere classified"
CS07508,Paget disease of skull
CS07509,Acute nephritic syndrome : dense deposit disease
CS07510,Leukoplakia of penis
CS07511,Obstructed labour due to incomplete rotation of fetal head
CS07512,"Labour and delivery complicated by other cord entanglement, with compression"
CS07513,Haemorrhoids in the puerperium
CS07514,Tentorial tear due to birth injury
CS07515,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate"
CS07516,"Phocomelia, unspecified limb(s)"
CS07517,Other specified congenital malformations of integument
CS07518,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident
CS07519,Victim of cataclysmic earth movements caused by earthquake
CS07520,Victim of other specified effects of earthquake
CS07521,"Poisoning by and exposure to carbon monoxide from utility gas, undetermined intent"
CS07522,"Other antihypertensive drugs, not elsewhere classified"
CS07523,Paratyphoid fever B
CS07524,Cutaneous amoebiasis
CS07525,Cutaneous coccidioidomycosis
CS07526,Gnathostomiasis
CS07527,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs
CS07528,Lesion of radial nerve
CS07529,Lesion of plantar nerve
CS07530,Chronic conjunctivitis
CS07531,"Disorder of conjunctiva, unspecified"
CS07532,Pulp degeneration
CS07533,Acute gingivitis
CS07534,Periodontosis
CS07535,"Malocclusion, unspecified"
CS07536,Fistula of salivary gland
CS07537,Other recurrent atlantoaxial subluxation
CS07538,Other specified deforming dorsopathies
CS07539,"Sacrococcygeal disorders, not elsewhere classified"
CS07540,Other infective (teno)synovitis
CS07541,Ganglion
CS07542,Aluminium bone disease
CS07543,Other cyst of bone
CS07544,Other complications of anaesthesia during the puerperium
CS07545,Other congenital cauda equina malformations
CS07546,Hydromyelia
CS07547,Other congenital malformations of eyelid
CS07548,Other congenital malformations of lacrimal apparatus
CS07549,"Hypospadias, penile"
CS07550,Pectus carinatum
CS07551,Congenital complete absence of lower limb(s)
CS07552,Motorcycle rider injured in collision with pedestrian or animal : person injured while boarding or alighting
CS07553,Bus occupant injured in collision with railway train or railway vehicle : unspecified bus occupant injured in traffic accident
CS07554,Assault by carbon monoxide from other sources
CS07555,Late congenital syphilitic oculopathy
CS07556,Trench fever
CS07557,Actinomycetoma
CS07558,Other heavy chain disease
CS07559,Immunodeficiency with increased immunoglobulin M [IgM]
CS07560,"Mental and behavioural disorders due to use of other stimulants, including caffeine : psychotic disorder"
CS07561,"Disorder of facial nerve, unspecified"
CS07562,Toxic myoneural disorders
CS07563,"Nail disorder, unspecified"
CS07564,Acquired ichthyosis
CS07565,Other specified acquired deformities of limbs
CS07566,Myositis ossificans traumatica
CS07567,Other bursal cyst
CS07568,"Noninflammatory disorder of vulva and perineum, unspecified"
CS07569,Aspiration pneumonitis due to anaesthesia during labour and delivery
CS07570,Chignon due to birth injury
CS07571,Cleft hard and soft palate with bilateral cleft lip
CS07572,Abnormal weight gain
CS07573,Pedal cyclist injured in collision with other pedal cycle : passenger injured in nontraffic accident
CS07574,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : driver injured in nontraffic accident
CS07575,Person injured while boarding or alighting from special construction vehicle
CS07576,Assault by other specified gases and vapours
CS07577,"General- and plastic-surgery devices associated with adverse incidents : surgical instruments, materials and devices (including sutures)"
CS07578,Tick-borne relapsing fever
CS07579,Other specified rickettsioses
CS07580,Mumps pancreatitis
CS07581,Mansonelliasis
CS07582,"Benign neoplasm: Skin of lower limb, including hip"
CS07583,Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality
CS07584,"Mental and behavioural disorders due to use of other stimulants, including caffeine withdrawal state"
CS07585,Cluster headache syndrome
CS07586,Amaurosis fugax
CS07587,"Other cysts of oral region, not elsewhere classified"
CS07588,Reiter disease
CS07589,Recurrent atlantoaxial subluxation with myelopathy
CS07590,"Shoulder lesion, unspecified"
CS07591,Hyperostosis of skull
CS07592,Aneurysmal bone cyst
CS07593,Unspecified nephritic syndrome : dense deposit disease
CS07594,Other specified noninflammatory disorders of vagina
CS07595,Obstructed labour due to shoulder presentation
CS07596,Obstructed labour due to shoulder dystocia
CS07597,"Obstructed labour, unspecified"
CS07598,Toxic reaction to local anaesthesia during the puerperium
CS07599,Microstomia
CS07600,Dolichocephaly
CS07601,"Polydactyly, unspecified"
CS07602,Longitudinal reduction defect of radius
CS07603,Other and unspecified abnormal findings in urine
CS07604,Occupant of railway train or railway vehicle injured in collision with or hit by rolling stock
CS07605,Assault by carbon monoxide from other domestic fuels
CS07606,Sulfonamides
CS07607,"Vitamins, not elsewhere classified"
CS07608,Nonorganic disorder of the sleep-wake schedule
CS07609,Car occupant injured in collision with other nonmotor vehicle : person injured while boarding or alighting
CS07610,Chronic thyroiditis with transient thyrotoxicosis
CS07611,Hypertension secondary to endocrine disorders
CS07612,"Transepidermal elimination disorder, unspecified"
CS07613,Intervertebral disc stenosis of neural canal
CS07614,"Dysplasia of vagina, unspecified"
CS07615,Bus occupant injured in collision with fixed or stationary object : person on outside of vehicle injured in traffic accident
CS07616,Overdose of radiation given during therapy
CS07617,Depressive conduct disorder
CS07618,"Androgenic alopecia, unspecified"
CS07619,"Bipolar affective disorder, current episode hypomanic"
CS07620,Spontaneous rupture of unspecified tendon
CS07621,Mouth breathing
CS07622,Hypoaesthesia of skin
CS07623,"Delayed delivery of second twin, triplet, etc."
CS07624,Benign neoplasm: Penis
CS07625,Third [oculomotor] nerve palsy
CS07626,Congenital absence of hand and finger(s)
CS07627,Birth injury to external genitalia
CS07628,Other reduction defects of unspecified limb(s)
CS07629,Incomplete and partial hydatidiform mole
CS07630,Cutaneous mycobacterial infection
CS07631,Echinococcus multilocularis infection of liver
CS07632,"Immunodeficiency associated with major defect, unspecified"
CS07633,"Puerperal mental disorder, unspecified"
CS07634,Migraine without aura [common migraine]
CS07635,Pruritus scroti
CS07636,Haematocolpos
CS07637,"Oligomenorrhoea, unspecified"
CS07638,Other complications specific to multiple gestation
CS07639,Monitoring injury of scalp of newborn
CS07640,"Sinus, fistula and cyst of branchial cleft"
CS07641,Undue concern and preoccupation with stressful events
CS07642,Other symptoms and signs involving appearance and behaviour
CS07643,Abnormal findings in specimens from male genital organs : abnormal cytological findings
CS07644,"Abnormal findings in specimens from other organs, systems and tissues : abnormal immunological findings"
CS07645,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : unspecified occupant of three-wheeled motor vehicle injured in traffic accident
CS07646,War operations involving chemical weapons and other forms of unconventional warfare
CS07647,Pharyngeal diphtheria
CS07648,Marburg virus disease
CS07649,Nonorganic insomnia
CS07650,Failure of genital response
CS07651,Episcleritis
CS07652,"Disorder of lens, unspecified"
CS07653,"Chorioretinal inflammation, unspecified"
CS07654,Other marginal perforations of tympanic membrane
CS07655,Cyst and mucocele of nose and nasal sinus
CS07656,Cicatricial pemphigoid
CS07657,Onycholysis
CS07658,Mucinosis of skin
CS07659,Spontaneous rupture of extensor tendons
CS07660,Unspecified nephritic syndrome : diffuse endocapillary proliferative glomerulonephritis
CS07661,Endometrial adenomatous hyperplasia
CS07662,Other specified conditions associated with female genital organs and menstrual cycle
CS07663,"Premature rupture of membranes, onset of labour within 24 hours"
CS07664,"Labour and delivery complicated by cord complication, unspecified"
CS07665,Birth injury to facial nerve
CS07666,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal : passenger injured in traffic accident
CS07667,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object : driver injured in nontraffic accident
CS07668,Occupant of heavy transport vehicle injured in collision with pedal cycle : driver injured in nontraffic accident
CS07669,Bus occupant injured in collision with two- or three-wheeled motor vehicle : person on outside of vehicle injured in nontraffic accident
CS07670,Anticholinesterase agents
CS07671,During removal of catheter or packing
CS07672,Failure in dosage in electroshock or insulin-shock therapy
CS07673,"Nonadministration of necessary drug, medicament or biological substance"
CS07674,Campylobacter enteritis
CS07675,Pulmonary anthrax
CS07676,Tinea corporis
CS07677,"Other sexual dysfunction, not caused by organic disorder or disease"
CS07678,Other perforations of tympanic membrane
CS07679,Cutis laxa senilis
CS07680,Acanthosis nigricans
CS07681,Hypertrophic scar
CS07682,Factitial dermatitis
CS07683,Hydroxyapatite deposition disease
CS07684,Acquired deformity of nose
CS07685,"Medical abortion : incomplete, complicated by genital tract and pelvic infection"
CS07686,"Medical abortion : incomplete, without complication"
CS07687,"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium"
CS07688,"Premature rupture of membranes, labour delayed by therapy"
CS07689,"Congenital malformation of posterior segment of eye, unspecified"
CS07690,Congenital absence of unspecified limb(s)
CS07691,Systemic Inflammatory Response Syndrome of non-infectious origin with organ failure
CS07692,Occupant of pick-up truck or van injured in collision with pedestrian or animal : unspecified occupant of pick-up truck or van injured in nontraffic accident
CS07693,Accident to watercraft causing other injury : merchant ship
CS07694,Accident to watercraft causing other injury : sailboat
CS07695,"Vitamin B 12 , folic acid and other anti-megaloblastic-anaemia preparations"
CS07696,Alcohol deterrents
CS07697,"Gastroenterology and urology devices associated with adverse incidents : surgical instruments, materials and devices (including sutures)"
CS07698,Dietary selenium deficiency
CS07699,Somatization disorder
CS07700,"Leukoderma, not elsewhere classified"
CS07701,"Severe vulvar dysplasia, not elsewhere classified"
CS07702,Maternal care for disproportion due to generally contracted pelvis
CS07703,"Congenital lens malformation, unspecified"
CS07704,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus : unspecified occupant of heavy transport vehicle injured in nontraffic accident
CS07705,"Developmental disorder of scholastic skills, unspecified"
CS07706,Longitudinal reduction defect of femur
CS07707,Shigellosis due to Shigella dysenteriae
CS07708,Shigellosis due to Shigella sonnei
CS07709,Eastern equine encephalitis
CS07710,Tinea inguinalis [Tinea cruris]
CS07711,Penicillosis
CS07712,Babesiosis
CS07713,Taenia solium taeniasis
CS07714,Benign neoplasm: Skin of ear and external auricular canal
CS07715,Riboflavin deficiency
CS07716,Mental and behavioural disorders due to use of sedatives or hypnotics withdrawal state
CS07717,Agoraphobia
CS07718,Anankastic personality disorder
CS07719,Clonic hemifacial spasm
CS07720,Carpal tunnel syndrome
CS07721,"Mononeuropathy of lower limb, unspecified"
CS07722,Degeneration of macula and posterior pole
CS07723,Crystalline deposits in vitreous body
CS07724,Other and unspecified heterotropia
CS07725,Polyp of nasal cavity
CS07726,Berylliosis
CS07727,Other periodontal diseases
CS07728,"Disorder of gingiva and edentulous alveolar ridge, unspecified"
CS07729,Major anomalies of jaw size
CS07730,Disturbances of salivary secretion
CS07731,Pemphigus vegetans
CS07732,Lichen simplex chronicus
CS07733,"Lichen planus, unspecified"
CS07734,Yellow nail syndrome
CS07735,Other chondrocalcinosis
CS07736,Other post-traumatic gonarthrosis
CS07737,Contracture of joint
CS07738,Osteophyte
CS07739,Juvenile osteochondrosis of spine
CS07740,Torticollis
CS07741,Other ossification of muscle
CS07742,Prepatellar bursitis
CS07743,Abscess of bursa
CS07744,Other infective bursitis
CS07745,Synovial cyst of popliteal space [Baker]
CS07746,Chronic parametritis and pelvic cellulitis
CS07747,Hypertrophy of uterus
CS07748,Stricture and stenosis of cervix uteri
CS07749,Postmenopausal atrophic vaginitis
CS07750,Other specified menopausal and perimenopausal disorders
CS07751,Preterm delivery without spontaneous labour
CS07752,Incontinentia pigmenti
CS07753,Other variants of Turner syndrome
CS07754,Other specified abnormal immunological findings in serum
CS07755,"Finding of other specified substances, not normally found in blood"
CS07756,Abnormal results of liver function studies
CS07757,Pedal cyclist injured in collision with railway train or railway vehicle : unspecified pedal cyclist injured in nontraffic accident
CS07758,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident"
CS07759,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : person on outside of vehicle injured in nontraffic accident
CS07760,Bus occupant injured in noncollision transport accident : person on outside of vehicle injured in nontraffic accident
CS07761,Occupant of railway train or railway vehicle injured in collision with motor vehicle in nontraffic accident
CS07762,Occupant of railway train or railway vehicle injured in derailment without antecedent collision
CS07763,Water-transport-related drowning and submersion without accident to watercraft : inflatable craft (nonpowered)
CS07764,"Antifungal antibiotics, systemically used"
CS07765,Antiallergic and antiemetic drugs
CS07766,Opioid receptor antagonists
CS07767,Calcium-channel blockers
CS07768,"Other antidysrhythmic drugs, not elsewhere classified"
CS07769,"Antivaricose drugs, including sclerosing agents"
CS07770,Carbonic-anhydrase inhibitors
CS07771,During administration of enema
CS07772,"Radiological devices associated with adverse incidents : prosthetic and other implants, materials and accessory devices"
CS07773,Foodborne Vibrio parahaemolyticus intoxication
CS07774,"Other specified zoonotic bacterial diseases, not elsewhere classified"
CS07775,Gonococcal pharyngitis
CS07776,Other tick-borne viral encephalitis
CS07777,White piedra
CS07778,Pulmonary sporotrichosis
CS07779,Acanthamoebiasis
CS07780,Trichostrongyliasis
CS07781,Mental and behavioural disorders due to use of opioids withdrawal state with delirium
CS07782,Social phobias
CS07783,Paranoid personality disorder
CS07784,Other habit and impulse disorders
CS07785,Expressive language disorder
CS07786,Combined vocal and multiple motor tic disorder [de la Tourette]
CS07787,Other specified forms of tremor
CS07788,Drug-induced tics and other tics of organic origin
CS07789,Concentric sclerosis [Baló]
CS07790,Neuralgic amyotrophy
CS07791,Meralgia paraesthetica
CS07792,"Disorder of eyelid, unspecified"
CS07793,"Conjunctivitis, unspecified"
CS07794,Corneal neovascularization
CS07795,Other retinal artery occlusions
CS07796,"Disorders of optic nerve, not elsewhere classified"
CS07797,"Paralytic strabismus, unspecified"
CS07798,"Disorder of ear, unspecified"
CS07799,Allergic rhinitis due to pollen
CS07800,Necrosis of pulp
CS07801,Anomalies of jaw-cranial base relationship
CS07802,Anomalies of tooth position
CS07803,Other specified diseases of jaws
CS07804,Seborrhoeic infantile dermatitis
CS07805,Cutaneous autosensitization
CS07806,Pustulosis palmaris et plantaris
CS07807,Pityriasis lichenoides et varioliformis acuta
CS07808,Pityriasis rubra pilaris
CS07809,"Follicular disorder, unspecified"
CS07810,Apocrine miliaria
CS07811,Other acquired deformities of ankle and foot
CS07812,Other secondary kyphosis
CS07813,Interstitial myositis
CS07814,Other bursitis of hip
CS07815,"Unspecified soft tissue disorder related to use, overuse and pressure"
CS07816,Rotator cuff syndrome
CS07817,Juvenile osteochondrosis of pelvis
CS07818,Other specified noninflammatory disorders of vulva and perineum
CS07819,Birth injury to face
CS07820,Neonatal jaundice due to bruising
CS07821,Congenital cataract
CS07822,Pharyngeal pouch
CS07823,Sneezing
CS07824,Changes in skin texture
CS07825,Visual hallucinations
CS07826,Apraxia
CS07827,Finding of opiate drug in blood
CS07828,Occupant of pick-up truck or van injured in collision with pedestrian or animal : person on outside of vehicle injured in nontraffic accident
CS07829,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : driver injured in nontraffic accident
CS07830,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : unspecified occupant of heavy transport vehicle injured in nontraffic accident
CS07831,Accident to watercraft causing other injury : inflatable craft (nonpowered)
CS07832,Iron preparations and other anti-hypochromic-anaemia preparations
CS07833,Psychodysleptics [hallucinogens]
CS07834,Psychostimulants with abuse potential
CS07835,"Coronary vasodilators, not elsewhere classified"
CS07836,Whooping cough due to Bordetella parapertussis
CS07837,"Other late congenital syphilis, symptomatic"
CS07838,St Louis encephalitis
CS07839,Herpesviral ocular disease
CS07840,Measles complicated by meningitis
CS07841,Other forms of chromomycosis
CS07842,Benign neoplasm: Lacrimal gland and duct
CS07843,Molybdenum deficiency
CS07844,Mental and behavioural disorders due to use of cannabinoids : psychotic disorder
CS07845,"Mental and behavioural disorders due to use of other stimulants, including caffeine withdrawal state with delirium"
CS07846,Other disorders of sexual preference
CS07847,Idiopathic nonfamilial dystonia
CS07848,Phantom limb syndrome with pain
CS07849,Other mononeuropathies of upper limb
CS07850,Lesion of lateral popliteal nerve
CS07851,Exophthalmic conditions
CS07852,Other corneal scars and opacities
CS07853,Hyphaema
CS07854,Hereditary retinal dystrophy
CS07855,Subjective visual disturbances
CS07856,Visual field defects
CS07857,"Blindness, monocular"
CS07858,Anodontia
CS07859,Disturbances in tooth formation
CS07860,Other specified disorders of skin and subcutaneous tissue related to radiation
CS07861,Ingrowing nail
CS07862,"Eccrine sweat disorder, unspecified"
CS07863,Other hammer toe(s) (acquired)
CS07864,Other meniscus derangements
CS07865,Bursitis of shoulder
CS07866,"Dysplasia of vulva, unspecified"
CS07867,Maternal care for breech presentation
CS07868,Diastematomyelia
CS07869,Other congenital corneal malformations
CS07870,Preauricular sinus and cyst
CS07871,Congenital non-neoplastic naevus
CS07872,Motorcycle rider injured in collision with railway train or railway vehicle : driver injured in nontraffic accident
CS07873,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle : driver injured in traffic accident
CS07874,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle : person injured while boarding or alighting
CS07875,War operations occurring after cessation of hostilities
CS07876,Antiparkinsonism drugs
CS07877,Antidiarrhoeal drugs
CS07878,Inadvertent exposure of patient to radiation during medical care
CS07879,"Contaminated medical or biological substance, injected or used for immunization"
CS07880,Radiological devices associated with adverse incidents : diagnostic and monitoring devices
CS07881,Physical medicine devices associated with adverse incidents : diagnostic and monitoring devices
CS07882,Tinea manuum
CS07883,"Pediculosis, unspecified"
CS07884,Purine nucleoside phosphorylase [PNP] deficiency
CS07885,Hypersecretion of calcitonin
CS07886,Deficiency of other specified nutrient elements
CS07887,Mental and behavioural disorders due to use of cannabinoids withdrawal state with delirium
CS07888,"Mental and behavioural disorders due to use of other stimulants, including caffeine : residual and late-onset psychotic disorder"
CS07889,Persistent somatoform pain disorder
CS07890,"Somatoform disorder, unspecified"
CS07891,"Habit and impulse disorder, unspecified"
CS07892,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]"
CS07893,Transient global amnesia
CS07894,Other disorders of facial nerve
CS07895,Other lesions of median nerve
CS07896,Ectropion of eyelid
CS07897,Conjunctival haemorrhage
CS07898,Scleritis
CS07899,Interstitial and deep keratitis
CS07900,"Papilloedema, unspecified"
CS07901,Otalgia
CS07902,Tinnitus
CS07903,Impacted teeth
CS07904,Hairy leukoplakia
CS07905,Acute lymphadenitis of trunk
CS07906,Unspecified contact dermatitis due to other chemical products
CS07907,"Rosacea, unspecified"
CS07908,Wrist or foot drop (acquired)
CS07909,Induratio penis plastica
CS07910,Fibroadenosis of breast
CS07911,Other benign mammary dysplasias
CS07912,Delayed delivery after artificial rupture of membranes
CS07913,Deletions with other complex rearrangements
CS07914,Hyperaesthesia
CS07915,Antispasticity drugs
CS07916,Skeletal muscle relaxants [neuromuscular blocking agents]
CS07917,Other and unspecified agents primarily acting on muscles
CS07918,Histamine H 2 -receptor antagonists
CS07919,"Topical agent, unspecified"
CS07920,Other bursitis of knee
CS07921,Vibrio vulnificus as the cause of diseases classified to other chapters
CS07922,Benign neoplasm: Ciliary body
CS07923,Bus occupant injured in collision with pedestrian or animal : driver injured in traffic accident
CS07924,Feeding disorder of infancy and childhood
CS07925,Cholesteatoma of external ear
CS07926,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van : person on outside of vehicle injured in nontraffic accident"
CS07927,Gastrointestinal tularaemia
CS07928,Other forms of tularaemia
CS07929,Gastrointestinal anthrax
CS07930,Gonococcal infection of eye
CS07931,Chlamydial infection of lower genitourinary tract
CS07932,Other orthopoxvirus infections
CS07933,Epidemic myalgia
CS07934,Lobomycosis
CS07935,Dicrocoeliasis
CS07936,Internal hirudiniasis
CS07937,"Congenital iodine-deficiency syndrome, mixed type"
CS07938,Thyrotoxicosis factitia
CS07939,Drug-induced thyroiditis
CS07940,Precocious puberty
CS07941,Hypervitaminosis A
CS07942,Organic dissociative disorder
CS07943,Postencephalitic syndrome
CS07944,Mental and behavioural disorders due to use of cannabinoids : residual and late-onset psychotic disorder
CS07945,Mental and behavioural disorders due to use of cannabinoids : other mental and behavioural disorders
CS07946,Nonorganic hypersomnia
CS07947,Other psychosexual development disorders
CS07948,Elaboration of physical symptoms for psychological reasons
CS07949,Phobic anxiety disorder of childhood
CS07950,Senile incipient cataract
CS07951,Other senile cataract
